Date,ddin,ddon
12/13/2002,0.076700158,0.173824405
12/14/2002,0.07885562,0.16928639
12/15/2002,0.080541272,0.169660443
12/16/2002,0.082164198,0.17049268
12/17/2002,0.083910294,0.170575198
12/18/2002,0.085048102,0.174048081
12/19/2002,0.084921096,0.18567395
12/20/2002,0.085627257,0.190827241
12/21/2002,0.08368385,0.206700917
12/22/2002,0.079862779,0.220977029
12/23/2002,0.07834597,0.224612525
12/24/2002,0.080538016,0.222830161
12/25/2002,0.08743943,0.211642815
12/26/2002,0.084513343,0.220381663
12/27/2002,0.083623728,0.222491686
12/28/2002,0.085086445,0.221953677
12/29/2002,0.084257968,0.223618661
12/30/2002,0.085507777,0.2232387
12/31/2002,0.095486326,0.2112385
01/01/2003,0.102071872,0.199899792
01/02/2003,0.101259081,0.20709356
01/03/2003,0.102042241,0.209551064
01/04/2003,0.098227872,0.218507622
